,date,team1Name,team1Points,team2Name,team2Points,venue,teamType,referee,totalPoints,result,day,month,season,avgLast5ScoresTeam1,avgLast5ScoresAgainstTeam1,avgLast5ScoresTeam2,avgLast5ScoresAgainstTeam2,avgLast5BpsTeam1,avgLast5BpsAgainstTeam1,avgLast5BpsTeam2,avgLast5BpsAgainstTeam2,avgLast5TriesTeam1,avgLast5ConversionsTeam1,avgLast5PenaltiesTeam1,avgLast5DropGoalsTeam1,avgLast5TriesAgainstTeam1,avgLast5ConversionsAgainstTeam1,avgLast5PenaltiesAgainstTeam1,avgLast5DropGoalsAgainstTeam1,avgLast5TriesTeam2,avgLast5ConversionsTeam2,avgLast5PenaltiesTeam2,avgLast5DropGoalsTeam2,avgLast5TriesAgainstTeam2,avgLast5ConversionsAgainstTeam2,avgLast5PenaltiesAgainstTeam2,avgLast5DropGoalsAgainstTeam2,targetCode,wonLastGameTeam1,wonLastGameTeam2,team1LastSeasonStanding,team2LastSeasonStanding
398,2015-01-03,Exeter,25,Gloucester,26,Sandy Park,home,Andrew Small,51,L,Sat,Jan,2014-15,21.4,20.2,17.0,24.0,0.2,0.4,0.4,0.0,1.8,1.4,3.2,0.0,2.2,1.6,2.0,0.0,1.2,1.0,3.0,0.0,2.0,1.6,3.6,0.0,0,0.0,0,8,9
944,2015-01-04,Harlequins,24,London Welsh,13,Kassam Stadium,away,JP Doyle,37,W,Sun,Jan,2014-15,16.0,18.6,8.4,48.4,0.4,0.4,0.0,0.8,1.2,0.8,2.8,0.0,1.8,1.2,2.4,0.0,1.0,0.8,0.6,0.0,7.2,5.6,0.4,0.0,1,0.0,0,4,13
6,2015-01-04,Leicester,17,Bath,8,Welford Road,home,Matthew Carley,25,W,Sun,Jan,2014-15,23.2,19.0,30.2,14.6,0.6,0.6,0.4,0.0,2.2,1.6,3.0,0.0,1.8,0.8,2.8,0.0,3.2,2.6,2.8,0.2,1.4,1.4,1.6,0.0,1,1.0,1,3,5
692,2015-01-04,Bath,8,Leicester,17,Welford Road,away,Matthew Carley,25,L,Sun,Jan,2014-15,30.2,14.6,23.2,19.0,0.4,0.0,0.6,0.6,3.2,2.6,2.8,0.2,1.4,1.4,1.6,0.0,2.2,1.6,3.0,0.0,1.8,0.8,2.8,0.0,0,1.0,1,5,3
544,2015-01-04,London Welsh,13,Harlequins,24,Kassam Stadium,home,JP Doyle,37,L,Sun,Jan,2014-15,8.4,48.4,16.0,18.6,0.0,0.8,0.4,0.4,1.0,0.8,0.6,0.0,7.2,5.6,0.4,0.0,1.2,0.8,2.8,0.0,1.8,1.2,2.4,0.0,0,0.0,0,13,4
1512,2015-01-04,Sale,16,Wasps,41,Ricoh Arena,away,Greg Garner,57,L,Sun,Jan,2014-15,23.6,15.2,36.0,19.0,0.6,0.8,0.6,0.2,2.8,1.8,2.0,0.0,1.4,0.8,2.2,0.0,4.2,3.0,3.0,0.0,1.4,1.2,3.2,0.0,0,0.0,1,6,7
1230,2015-01-04,Wasps,41,Sale,16,Ricoh Arena,home,Greg Garner,57,W,Sun,Jan,2014-15,36.0,19.0,23.6,15.2,0.6,0.2,0.6,0.8,4.2,3.0,3.0,0.0,1.4,1.2,3.2,0.0,2.8,1.8,2.0,0.0,1.4,0.8,2.2,0.0,1,1.0,0,7,6
1379,2015-01-09,Gloucester,24,Saracens,23,Kingsholm,home,JP Doyle,47,W,Fri,Jan,2014-15,19.2,24.6,33.6,18.8,0.2,0.2,0.4,0.2,1.6,1.4,2.6,0.2,2.0,1.6,3.8,0.0,4.0,2.6,2.8,0.0,1.4,0.8,3.4,0.0,1,1.0,1,9,1
399,2015-01-09,Saracens,23,Gloucester,24,Kingsholm,away,JP Doyle,47,L,Fri,Jan,2014-15,33.6,18.8,19.2,24.6,0.4,0.2,0.2,0.2,4.0,2.6,2.8,0.0,1.4,0.8,3.4,0.0,1.6,1.4,2.6,0.2,2.0,1.6,3.8,0.0,0,1.0,1,1,9
1086,2015-01-10,Sale,20,Northampton,7,AJ Bell Stadium,home,Matthew Carley,27,W,Sat,Jan,2014-15,19.6,21.8,33.2,22.6,0.4,1.0,0.4,0.8,2.0,1.2,2.4,0.0,2.2,1.8,2.2,0.2,4.2,2.8,2.2,0.0,3.0,2.0,1.2,0.0,1,0.0,1,6,2
1231,2015-01-10,Northampton,7,Sale,20,AJ Bell Stadium,away,Matthew Carley,27,L,Sat,Jan,2014-15,33.2,22.6,19.6,21.8,0.4,0.8,0.4,1.0,4.2,2.8,2.2,0.0,3.0,2.0,1.2,0.0,2.0,1.2,2.4,0.0,2.2,1.8,2.2,0.2,0,1.0,0,2,6
693,2015-01-10,Harlequins,32,Leicester,12,Twickenham Stoop,home,Luke Pearce,44,W,Sat,Jan,2014-15,16.4,18.2,22.4,16.4,0.6,0.2,0.6,0.6,1.4,0.8,2.6,0.0,2.0,1.4,1.8,0.0,2.4,1.6,2.4,0.0,2.0,0.8,1.6,0.0,1,1.0,1,4,3
545,2015-01-10,Leicester,12,Harlequins,32,Twickenham Stoop,away,Luke Pearce,44,L,Sat,Jan,2014-15,22.4,16.4,16.4,18.2,0.6,0.6,0.6,0.2,2.4,1.6,2.4,0.0,2.0,0.8,1.6,0.0,1.4,0.8,2.6,0.0,2.0,1.4,1.8,0.0,0,1.0,1,3,4
1513,2015-01-10,Bath,39,Wasps,26,The Recreation Ground,home,Andrew Small,65,W,Sat,Jan,2014-15,27.2,15.2,30.0,20.8,0.4,0.0,0.6,0.2,3.0,2.2,2.6,0.0,1.2,1.0,2.4,0.0,3.0,2.4,3.2,0.2,1.4,1.2,3.8,0.0,1,0.0,1,5,7
7,2015-01-10,Wasps,26,Bath,39,The Recreation Ground,away,Andrew Small,65,L,Sat,Jan,2014-15,30.0,20.8,27.2,15.2,0.6,0.2,0.4,0.0,3.0,2.4,3.2,0.2,1.4,1.2,3.8,0.0,3.0,2.2,2.6,0.0,1.2,1.0,2.4,0.0,0,1.0,0,7,5
962,2015-01-11,London Welsh,7,Newcastle,38,Kingston Park,away,Wayne Barnes,45,L,Sun,Jan,2014-15,9.6,39.0,18.8,21.4,0.0,0.8,0.6,0.2,1.0,0.8,1.0,0.0,5.8,4.4,0.4,0.0,2.0,1.4,2.0,0.0,2.2,1.6,2.4,0.0,0,0.0,0,13,11
945,2015-01-11,Newcastle,38,London Welsh,7,Kingston Park,home,Wayne Barnes,45,W,Sun,Jan,2014-15,18.8,21.4,9.6,39.0,0.6,0.2,0.0,0.8,2.0,1.4,2.0,0.0,2.2,1.6,2.4,0.0,1.0,0.8,1.0,0.0,5.8,4.4,0.4,0.0,1,0.0,0,11,13
240,2015-01-11,London Irish,28,Exeter,26,Madejski Stadium,home,Dean Richards,54,W,Sun,Jan,2014-15,15.6,26.6,21.6,21.8,0.0,0.2,0.4,0.2,1.2,1.2,2.4,0.0,2.2,1.2,4.4,0.0,1.8,1.2,3.4,0.0,2.2,1.8,2.2,0.2,1,0.0,0,10,8
843,2015-01-11,Exeter,26,London Irish,28,Madejski Stadium,away,Dean Richards,54,L,Sun,Jan,2014-15,21.6,21.8,15.6,26.6,0.4,0.2,0.0,0.2,1.8,1.2,3.4,0.0,2.2,1.8,2.2,0.2,1.2,1.2,2.4,0.0,2.2,1.2,4.4,0.0,0,0.0,0,8,10
1087,2015-02-13,London Irish,9,Northampton,15,Franklin's Gardens,away,Andrew Small,24,L,Fri,Feb,2014-15,16.6,25.2,28.4,21.8,0.2,0.4,0.4,0.6,1.6,1.0,2.0,0.2,2.0,1.0,4.4,0.0,3.8,2.6,1.4,0.0,2.8,2.4,1.0,0.0,0,1.0,0,10,2
694,2015-02-13,Gloucester,15,Leicester,18,Welford Road,away,JP Doyle,33,L,Fri,Feb,2014-15,22.0,25.2,19.6,21.8,0.2,0.4,0.4,0.8,1.8,1.4,3.2,0.2,2.4,1.8,3.2,0.0,1.6,1.0,3.2,0.0,2.6,1.4,2.0,0.0,0,1.0,0,9,3
844,2015-02-13,Northampton,15,London Irish,9,Franklin's Gardens,home,Andrew Small,24,W,Fri,Feb,2014-15,28.4,21.8,16.6,25.2,0.4,0.6,0.2,0.4,3.8,2.6,1.4,0.0,2.8,2.4,1.0,0.0,1.6,1.0,2.0,0.2,2.0,1.0,4.4,0.0,1,0.0,1,2,10
400,2015-02-13,Leicester,18,Gloucester,15,Welford Road,home,JP Doyle,33,W,Fri,Feb,2014-15,19.6,21.8,22.0,25.2,0.4,0.8,0.2,0.4,1.6,1.0,3.2,0.0,2.6,1.4,2.0,0.0,1.8,1.4,3.2,0.2,2.4,1.8,3.2,0.0,1,0.0,1,3,9
963,2015-02-14,Exeter,46,Newcastle,17,Sandy Park,home,Thomas Foley,63,W,Sat,Feb,2014-15,20.6,24.4,22.4,20.8,0.6,0.4,0.8,0.2,1.6,1.2,3.4,0.0,2.6,1.8,2.2,0.4,3.0,2.2,1.0,0.0,2.2,1.6,2.2,0.0,1,0.0,1,8,11
241,2015-02-14,Newcastle,17,Exeter,46,Sandy Park,away,Thomas Foley,63,L,Sat,Feb,2014-15,22.4,20.8,20.6,24.4,0.8,0.2,0.6,0.4,3.0,2.2,1.0,0.0,2.2,1.6,2.2,0.0,1.6,1.2,3.4,0.0,2.6,1.8,2.2,0.4,0,1.0,0,11,8
1380,2015-02-15,Bath,24,Saracens,34,Allianz Park,away,Luke Pearce,58,L,Sun,Feb,2014-15,28.4,15.8,33.4,17.4,0.6,0.2,0.4,0.2,3.4,2.4,2.2,0.0,1.6,1.2,1.8,0.0,4.0,2.8,2.6,0.0,1.2,0.6,3.4,0.0,0,1.0,0,5,1
8,2015-02-15,Saracens,34,Bath,24,Allianz Park,home,Luke Pearce,58,W,Sun,Feb,2014-15,33.4,17.4,28.4,15.8,0.4,0.2,0.6,0.2,4.0,2.8,2.6,0.0,1.2,0.6,3.4,0.0,3.4,2.4,2.2,0.0,1.6,1.2,1.8,0.0,1,0.0,1,1,5
1232,2015-02-15,London Welsh,12,Sale,52,Kassam Stadium,home,Tim Wigglesworth,64,L,Sun,Feb,2014-15,10.0,41.4,20.4,20.8,0.0,0.8,0.4,0.8,1.0,1.0,1.0,0.0,6.2,4.6,0.4,0.0,2.2,1.4,2.2,0.0,2.4,2.0,1.4,0.2,0,0.0,1,13,6
946,2015-02-15,Sale,52,London Welsh,12,Kassam Stadium,away,Tim Wigglesworth,64,W,Sun,Feb,2014-15,20.4,20.8,10.0,41.4,0.4,0.8,0.0,0.8,2.2,1.4,2.2,0.0,2.4,2.0,1.4,0.2,1.0,1.0,1.0,0.0,6.2,4.6,0.4,0.0,1,1.0,0,6,13
1514,2015-02-15,Harlequins,6,Wasps,37,Ricoh Arena,away,Greg Garner,43,L,Sun,Feb,2014-15,20.4,17.4,32.2,22.4,0.6,0.2,0.8,0.4,2.2,1.4,2.2,0.0,1.8,1.2,2.0,0.0,3.4,2.8,3.0,0.2,1.8,1.6,3.4,0.0,0,1.0,0,4,7
546,2015-02-15,Wasps,37,Harlequins,6,Ricoh Arena,home,Greg Garner,43,W,Sun,Feb,2014-15,32.2,22.4,20.4,17.4,0.8,0.4,0.6,0.2,3.4,2.8,3.0,0.2,1.8,1.6,3.4,0.0,2.2,1.4,2.2,0.0,1.8,1.2,2.0,0.0,1,0.0,1,7,4
1515,2015-02-20,Newcastle,23,Wasps,23,Kingston Park,home,JP Doyle,46,D,Fri,Feb,2014-15,23.2,26.4,36.4,20.0,0.6,0.4,0.8,0.4,3.2,2.4,0.8,0.0,3.0,2.4,2.2,0.0,4.0,3.4,3.0,0.2,1.8,1.6,2.6,0.0,0,0.0,1,11,7
964,2015-02-20,Wasps,23,Newcastle,23,Kingston Park,away,JP Doyle,46,D,Fri,Feb,2014-15,36.4,20.0,23.2,26.4,0.8,0.4,0.6,0.4,4.0,3.4,3.0,0.2,1.8,1.6,2.6,0.0,3.2,2.4,0.8,0.0,3.0,2.4,2.2,0.0,0,1.0,0,7,11
9,2015-02-21,Northampton,21,Bath,13,The Recreation Ground,away,Greg Garner,34,W,Sat,Feb,2014-15,22.8,20.8,28.2,21.4,0.2,0.8,0.4,0.2,2.8,2.0,1.6,0.0,2.4,2.0,1.6,0.0,3.2,2.8,2.2,0.0,2.2,1.6,2.4,0.0,1,1.0,0,2,5
947,2015-02-21,Gloucester,48,London Welsh,10,Kingsholm,home,Ian Tempest,58,W,Sat,Feb,2014-15,20.8,27.0,9.6,43.2,0.4,0.4,0.0,0.8,1.4,1.2,3.6,0.2,2.4,1.8,3.8,0.0,1.0,0.8,1.0,0.0,6.4,5.0,0.4,0.0,1,0.0,0,9,13
547,2015-02-21,Exeter,32,Harlequins,21,Twickenham Stoop,away,Matthew Carley,53,W,Sat,Feb,2014-15,24.4,24.0,20.4,19.8,0.8,0.4,0.6,0.2,2.8,2.2,2.0,0.0,2.8,2.0,1.6,0.4,2.2,1.4,2.2,0.0,1.8,1.8,2.4,0.0,1,1.0,0,8,4
1381,2015-02-21,Sale,14,Saracens,10,AJ Bell Stadium,home,Dean Richards,24,W,Sat,Feb,2014-15,27.2,20.6,36.4,16.8,0.6,0.6,0.4,0.2,3.4,2.4,1.8,0.0,2.6,2.0,1.0,0.2,4.4,3.0,2.8,0.0,1.8,1.2,1.8,0.0,1,1.0,1,6,1
401,2015-02-21,London Welsh,10,Gloucester,48,Kingsholm,away,Ian Tempest,58,L,Sat,Feb,2014-15,9.6,43.2,20.8,27.0,0.0,0.8,0.4,0.4,1.0,0.8,1.0,0.0,6.4,5.0,0.4,0.0,1.4,1.2,3.6,0.2,2.4,1.8,3.8,0.0,0,0.0,0,13,9
242,2015-02-21,Harlequins,21,Exeter,32,Twickenham Stoop,home,Matthew Carley,53,L,Sat,Feb,2014-15,20.4,19.8,24.4,24.0,0.6,0.2,0.8,0.4,2.2,1.4,2.2,0.0,1.8,1.8,2.4,0.0,2.8,2.2,2.0,0.0,2.8,2.0,1.6,0.4,0,0.0,1,4,8
1088,2015-02-21,Bath,13,Northampton,21,The Recreation Ground,home,Greg Garner,34,L,Sat,Feb,2014-15,28.2,21.4,22.8,20.8,0.4,0.2,0.2,0.8,3.2,2.8,2.2,0.0,2.2,1.6,2.4,0.0,2.8,2.0,1.6,0.0,2.4,2.0,1.6,0.0,0,0.0,1,5,2
1233,2015-02-21,Saracens,10,Sale,14,AJ Bell Stadium,away,Dean Richards,24,L,Sat,Feb,2014-15,36.4,16.8,27.2,20.6,0.4,0.2,0.6,0.6,4.4,3.0,2.8,0.0,1.8,1.2,1.8,0.0,3.4,2.4,1.8,0.0,2.6,2.0,1.0,0.2,0,1.0,1,1,6
845,2015-02-22,Leicester,12,London Irish,6,Madejski Stadium,away,Wayne Barnes,18,W,Sun,Feb,2014-15,19.6,21.6,16.6,24.0,0.4,0.8,0.4,0.4,1.6,1.0,3.2,0.0,2.4,1.2,2.4,0.0,1.6,1.0,2.0,0.2,2.0,1.0,4.0,0.0,1,1.0,0,3,10
695,2015-02-22,London Irish,6,Leicester,12,Madejski Stadium,home,Wayne Barnes,18,L,Sun,Feb,2014-15,16.6,24.0,19.6,21.6,0.4,0.4,0.4,0.8,1.6,1.0,2.0,0.2,2.0,1.0,4.0,0.0,1.6,1.0,3.2,0.0,2.4,1.2,2.4,0.0,0,0.0,1,10,3
1089,2015-02-27,Harlequins,13,Northampton,17,Franklin's Gardens,away,Tim Wigglesworth,30,L,Fri,Feb,2014-15,21.6,24.8,22.4,19.6,0.6,0.2,0.2,0.6,2.6,1.6,1.8,0.0,2.0,2.0,3.6,0.0,2.6,2.0,1.8,0.0,2.0,1.8,2.0,0.0,0,0.0,1,4,2
548,2015-02-27,Northampton,17,Harlequins,13,Franklin's Gardens,home,Tim Wigglesworth,30,W,Fri,Feb,2014-15,22.4,19.6,21.6,24.8,0.2,0.6,0.6,0.2,2.6,2.0,1.8,0.0,2.0,1.8,2.0,0.0,2.6,1.6,1.8,0.0,2.0,2.0,3.6,0.0,1,1.0,0,2,4
846,2015-02-28,London Welsh,12,London Irish,50,Kassam Stadium,home,Matthew Carley,62,L,Sat,Feb,2014-15,10.2,37.2,14.6,16.8,0.0,0.8,0.6,0.2,1.0,0.8,1.2,0.0,5.4,4.2,0.6,0.0,1.4,0.8,1.8,0.2,1.2,0.6,3.0,0.2,0,0.0,0,13,10
696,2015-02-28,Sale,8,Leicester,28,Welford Road,away,Greg Garner,36,L,Sat,Feb,2014-15,26.4,20.4,18.2,18.2,0.6,0.6,0.2,1.0,3.4,2.6,1.4,0.0,2.6,2.2,0.8,0.2,1.0,0.6,3.8,0.2,1.8,1.0,2.4,0.0,0,1.0,1,6,3
965,2015-02-28,Saracens,22,Newcastle,17,Allianz Park,home,Andrew Small,39,W,Sat,Feb,2014-15,22.8,18.2,26.4,28.0,0.4,0.2,0.6,0.4,2.4,1.2,2.8,0.0,2.0,1.4,1.8,0.0,3.6,2.4,1.2,0.0,3.6,2.6,1.6,0.0,1,0.0,1,1,11
1234,2015-02-28,Leicester,28,Sale,8,Welford Road,home,Greg Garner,36,W,Sat,Feb,2014-15,18.2,18.2,26.4,20.4,0.2,1.0,0.6,0.6,1.0,0.6,3.8,0.2,1.8,1.0,2.4,0.0,3.4,2.6,1.4,0.0,2.6,2.2,0.8,0.2,1,1.0,1,3,6
243,2015-02-28,Bath,6,Exeter,16,Sandy Park,away,Dean Richards,22,L,Sat,Feb,2014-15,23.0,22.4,28.6,24.6,0.4,0.2,0.6,0.4,2.8,2.4,1.4,0.0,2.4,1.6,2.4,0.0,3.0,2.6,2.8,0.0,2.8,2.0,1.8,0.4,0,0.0,1,5,8
1382,2015-02-28,Newcastle,17,Saracens,22,Allianz Park,away,Andrew Small,39,L,Sat,Feb,2014-15,26.4,28.0,22.8,18.2,0.6,0.4,0.4,0.2,3.6,2.4,1.2,0.0,3.6,2.6,1.6,0.0,2.4,1.2,2.8,0.0,2.0,1.4,1.8,0.0,0,0.0,0,11,1
10,2015-02-28,Exeter,16,Bath,6,Sandy Park,home,Dean Richards,22,W,Sat,Feb,2014-15,28.6,24.6,23.0,22.4,0.6,0.4,0.4,0.2,3.0,2.6,2.8,0.0,2.8,2.0,1.8,0.4,2.8,2.4,1.4,0.0,2.4,1.6,2.4,0.0,1,1.0,0,8,5
948,2015-02-28,London Irish,50,London Welsh,12,Kassam Stadium,away,Matthew Carley,62,W,Sat,Feb,2014-15,14.6,16.8,10.2,37.2,0.6,0.2,0.0,0.8,1.4,0.8,1.8,0.2,1.2,0.6,3.0,0.2,1.0,0.8,1.2,0.0,5.4,4.2,0.6,0.0,1,0.0,0,10,13
402,2015-03-01,Wasps,32,Gloucester,21,Ricoh Arena,home,Wayne Barnes,53,W,Sun,Mar,2014-15,31.4,21.4,27.2,21.2,0.6,0.4,0.6,0.4,3.8,3.2,1.8,0.2,2.2,1.6,2.4,0.0,2.4,2.2,3.4,0.2,2.0,1.4,2.8,0.0,1,0.0,1,7,9
1516,2015-03-01,Gloucester,21,Wasps,32,Ricoh Arena,away,Wayne Barnes,53,L,Sun,Mar,2014-15,27.2,21.2,31.4,21.4,0.6,0.4,0.6,0.4,2.4,2.2,3.4,0.2,2.0,1.4,2.8,0.0,3.8,3.2,1.8,0.2,2.2,1.6,2.4,0.0,0,1.0,1,9,7
11,2015-03-06,Sale,3,Bath,12,The Recreation Ground,away,Wayne Barnes,15,L,Fri,Mar,2014-15,22.0,19.6,18.0,22.8,0.2,0.4,0.2,0.2,2.8,2.2,1.2,0.0,2.4,2.0,1.0,0.2,2.0,1.6,1.6,0.0,2.2,1.4,3.0,0.0,0,0.0,0,6,5
1235,2015-03-06,Bath,12,Sale,3,The Recreation Ground,home,Wayne Barnes,15,W,Fri,Mar,2014-15,18.0,22.8,22.0,19.6,0.2,0.2,0.2,0.4,2.0,1.6,1.6,0.0,2.2,1.4,3.0,0.0,2.8,2.2,1.2,0.0,2.4,2.0,1.0,0.2,1,0.0,0,5,6
847,2015-03-07,Harlequins,26,London Irish,20,Twickenham Stoop,home,JP Doyle,46,W,Sat,Mar,2014-15,19.2,22.2,19.8,17.4,0.6,0.2,0.8,0.2,2.2,1.4,1.8,0.0,2.0,1.6,3.0,0.0,2.4,1.2,1.6,0.2,1.6,0.8,2.4,0.2,1,0.0,1,4,10
403,2015-03-07,Northampton,33,Gloucester,33,Kingsholm,away,Greg Garner,66,D,Sat,Mar,2014-15,19.8,17.2,26.8,21.6,0.2,0.6,0.4,0.6,2.6,1.6,1.2,0.0,1.6,1.6,2.0,0.0,2.4,2.0,3.4,0.2,2.4,1.2,2.4,0.0,0,1.0,0,2,9
549,2015-03-07,London Irish,20,Harlequins,26,Twickenham Stoop,away,JP Doyle,46,L,Sat,Mar,2014-15,19.8,17.4,19.2,22.2,0.8,0.2,0.6,0.2,2.4,1.2,1.6,0.2,1.6,0.8,2.4,0.2,2.2,1.4,1.8,0.0,2.0,1.6,3.0,0.0,0,1.0,0,10,4
949,2015-03-07,Exeter,74,London Welsh,19,Sandy Park,home,Craig Maxwell-Keys,93,W,Sat,Mar,2014-15,29.0,19.6,10.8,42.4,0.6,0.2,0.0,1.0,2.8,2.4,3.4,0.0,2.0,1.2,2.0,0.4,1.4,1.0,0.6,0.0,6.4,4.6,0.4,0.0,1,1.0,0,8,13
1090,2015-03-07,Gloucester,33,Northampton,33,Kingsholm,home,Greg Garner,66,D,Sat,Mar,2014-15,26.8,21.6,19.8,17.2,0.4,0.6,0.2,0.6,2.4,2.0,3.4,0.2,2.4,1.2,2.4,0.0,2.6,1.6,1.2,0.0,1.6,1.6,2.0,0.0,0,0.0,1,9,2
244,2015-03-07,London Welsh,19,Exeter,74,Sandy Park,away,Craig Maxwell-Keys,93,L,Sat,Mar,2014-15,10.8,42.4,29.0,19.6,0.0,1.0,0.6,0.2,1.4,1.0,0.6,0.0,6.4,4.6,0.4,0.0,2.8,2.4,3.4,0.0,2.0,1.2,2.0,0.4,0,0.0,1,13,8
697,2015-03-08,Newcastle,12,Leicester,16,Kingston Park,home,Luke Pearce,28,L,Sun,Mar,2014-15,25.2,27.4,17.4,13.8,0.6,0.4,0.0,0.6,3.6,2.4,0.8,0.0,3.2,2.4,2.2,0.0,0.8,0.4,4.0,0.2,1.2,0.6,2.2,0.0,0,0.0,1,11,3
1383,2015-03-08,Wasps,17,Saracens,26,Ricoh Arena,home,Matthew Carley,43,L,Sun,Mar,2014-15,31.8,21.0,22.2,17.0,0.8,0.2,0.4,0.2,4.2,3.0,1.4,0.2,2.2,1.4,2.4,0.0,2.0,1.0,3.4,0.0,2.0,1.4,1.4,0.0,0,1.0,1,7,1
1517,2015-03-08,Saracens,26,Wasps,17,Ricoh Arena,away,Matthew Carley,43,W,Sun,Mar,2014-15,22.2,17.0,31.8,21.0,0.4,0.2,0.8,0.2,2.0,1.0,3.4,0.0,2.0,1.4,1.4,0.0,4.2,3.0,1.4,0.2,2.2,1.4,2.4,0.0,1,1.0,1,1,7
966,2015-03-08,Leicester,16,Newcastle,12,Kingston Park,away,Luke Pearce,28,W,Sun,Mar,2014-15,17.4,13.8,25.2,27.4,0.0,0.6,0.6,0.4,0.8,0.4,4.0,0.2,1.2,0.6,2.2,0.0,3.6,2.4,0.8,0.0,3.2,2.4,2.2,0.0,1,1.0,0,3,11
1091,2015-03-27,Wasps,30,Northampton,52,Franklin's Gardens,away,Craig Maxwell-Keys,82,L,Fri,Mar,2014-15,27.0,23.0,18.6,17.6,0.6,0.2,0.0,0.4,3.6,2.4,1.4,0.0,2.4,1.6,2.6,0.0,2.2,1.4,1.6,0.0,1.4,1.4,2.6,0.0,0,0.0,1,7,2
1518,2015-03-27,Northampton,52,Wasps,30,Franklin's Gardens,home,Craig Maxwell-Keys,82,W,Fri,Mar,2014-15,18.6,17.6,27.0,23.0,0.0,0.4,0.6,0.2,2.2,1.4,1.6,0.0,1.4,1.4,2.6,0.0,3.6,2.4,1.4,0.0,2.4,1.6,2.6,0.0,1,0.0,0,2,7
698,2015-03-28,Exeter,18,Leicester,25,Welford Road,away,JP Doyle,43,L,Sat,Mar,2014-15,38.8,18.2,17.2,14.6,0.6,0.2,0.0,0.8,4.2,3.8,3.4,0.0,2.2,1.2,1.4,0.2,0.8,0.6,3.8,0.2,1.4,0.8,2.0,0.0,0,1.0,1,8,3
967,2015-03-28,London Irish,22,Newcastle,21,Madejski Stadium,home,Greg Garner,43,W,Sat,Mar,2014-15,22.6,18.2,21.4,22.8,1.0,0.2,0.6,0.2,2.8,1.6,1.6,0.2,1.6,1.2,2.4,0.2,3.2,1.8,0.6,0.0,2.4,1.8,2.4,0.0,1,0.0,0,10,11
550,2015-03-28,Saracens,42,Harlequins,14,Wembley Stadium,home,Wayne Barnes,56,W,Sat,Mar,2014-15,23.0,19.2,19.6,23.6,0.4,0.2,0.4,0.4,2.0,1.4,3.4,0.0,2.4,1.8,1.2,0.0,1.8,1.4,2.6,0.0,2.2,1.8,3.0,0.0,1,1.0,1,1,4
245,2015-03-28,Leicester,25,Exeter,18,Welford Road,home,JP Doyle,43,W,Sat,Mar,2014-15,17.2,14.6,38.8,18.2,0.0,0.8,0.6,0.2,0.8,0.6,3.8,0.2,1.4,0.8,2.0,0.0,4.2,3.8,3.4,0.0,2.2,1.2,1.4,0.2,1,1.0,1,3,8
848,2015-03-28,Newcastle,21,London Irish,22,Madejski Stadium,away,Greg Garner,43,L,Sat,Mar,2014-15,21.4,22.8,22.6,18.2,0.6,0.2,1.0,0.2,3.2,1.8,0.6,0.0,2.4,1.8,2.4,0.0,2.8,1.6,1.6,0.2,1.6,1.2,2.4,0.2,0,0.0,0,11,10
1384,2015-03-28,Harlequins,14,Saracens,42,Wembley Stadium,away,Wayne Barnes,56,L,Sat,Mar,2014-15,19.6,23.6,23.0,19.2,0.4,0.4,0.4,0.2,1.8,1.4,2.6,0.0,2.2,1.8,3.0,0.0,2.0,1.4,3.4,0.0,2.4,1.8,1.2,0.0,0,1.0,1,4,1
12,2015-03-29,London Welsh,14,Bath,29,Kassam Stadium,home,Thomas Foley,43,L,Sun,Mar,2014-15,12.0,52.4,18.8,20.0,0.0,1.0,0.2,0.2,1.8,1.2,0.2,0.0,7.6,6.0,0.8,0.0,1.8,1.6,2.2,0.0,2.0,1.4,2.4,0.0,0,0.0,1,13,5
950,2015-03-29,Bath,29,London Welsh,14,Kassam Stadium,away,Thomas Foley,43,W,Sun,Mar,2014-15,18.8,20.0,12.0,52.4,0.2,0.2,0.0,1.0,1.8,1.6,2.2,0.0,2.0,1.4,2.4,0.0,1.8,1.2,0.2,0.0,7.6,6.0,0.8,0.0,1,1.0,0,5,13
404,2015-03-29,Sale,23,Gloucester,6,AJ Bell Stadium,home,Matthew Carley,29,W,Sun,Mar,2014-15,19.4,13.8,28.2,23.2,0.2,0.2,0.4,0.4,2.6,2.0,0.8,0.0,1.4,1.0,1.6,0.0,2.6,2.2,3.6,0.0,2.4,1.4,2.8,0.0,1,0.0,1,6,9
1236,2015-03-29,Gloucester,6,Sale,23,AJ Bell Stadium,away,Matthew Carley,29,L,Sun,Mar,2014-15,28.2,23.2,19.4,13.8,0.4,0.4,0.2,0.2,2.6,2.2,3.6,0.0,2.4,1.4,2.8,0.0,2.6,2.0,0.8,0.0,1.4,1.0,1.6,0.0,0,0.0,0,9,6
13,2015-04-10,Newcastle,19,Bath,29,Kingston Park,home,JP Doyle,48,L,Fri,Apr,2014-15,18.0,25.8,16.8,17.6,0.6,0.2,0.2,0.0,2.4,1.2,1.2,0.0,2.8,2.0,2.6,0.0,1.8,1.2,1.8,0.0,1.6,1.2,2.4,0.0,0,0.0,1,11,5
